,filename,value
0,sample6,0.1506713598267141
1,sample2,0.346667965143121
2,sample4,0.002203601148192177
3,sample7,0.18459190986961405
4,sample3,0.006407730556337367
5,sample5,0.11313329244145119
6,sample1,0.0
